,Store ID,UPC,Price,Banner,Northern California,New York,Kansas,Texas
1429,34957,790347148,54.29,Whole Foods,49.19,6.59,1.99,37.39
1430,34957,120596009,65.49,Whole Foods,49.19,6.59,1.99,37.39
1431,34957,196109651,46.59,Whole Foods,49.19,6.59,1.99,37.39
1432,34957,440309024,39.19,Whole Foods,49.19,6.59,1.99,37.39
1433,34957,26791818,13.29,Whole Foods,49.19,6.59,1.99,37.39
1434,34957,526069074,11.09,Whole Foods,49.19,6.59,1.99,37.39
1435,34957,793865483,22.19,Whole Foods,49.19,6.59,1.99,37.39
1436,34957,701377201,4.39,Whole Foods,49.19,6.59,1.99,37.39
1437,34957,479749486,49.99,Whole Foods,49.19,6.59,1.99,37.39
1438,34957,850860889,21.89,Whole Foods,49.19,6.59,1.99,37.39
1439,34957,35072231,61.69,Whole Foods,49.19,6.59,1.99,37.39
1440,34957,795937333,28.39,Whole Foods,49.19,6.59,1.99,37.39
1441,34957,932864695,33.49,Whole Foods,49.19,6.59,1.99,37.39
1442,34957,702239031,13.19,Whole Foods,49.19,6.59,1.99,37.39
1443,34957,165254790,40.39,Whole Foods,49.19,6.59,1.99,37.39
1444,34957,441404447,64.89,Whole Foods,49.19,6.59,1.99,37.39
1445,34957,494020899,59.19,Whole Foods,49.19,6.59,1.99,37.39
1446,34957,278739906,1.19,Whole Foods,49.19,6.59,1.99,37.39
1447,34957,125829867,17.89,Whole Foods,49.19,6.59,1.99,37.39
1448,34957,594035260,72.49,Whole Foods,49.19,6.59,1.99,37.39
1449,34957,808274867,49.39,Whole Foods,49.19,6.59,1.99,37.39
1450,34957,132458395,38.39,Whole Foods,49.19,6.59,1.99,37.39
1451,34957,486230490,64.59,Whole Foods,49.19,6.59,1.99,37.39
1452,34957,962420701,20.59,Whole Foods,49.19,6.59,1.99,37.39
1453,34957,311149036,61.49,Whole Foods,49.19,6.59,1.99,37.39
1454,34957,81927167,43.99,Whole Foods,49.19,6.59,1.99,37.39
1455,34957,683028909,55.49,Whole Foods,49.19,6.59,1.99,37.39
1456,34957,616240709,70.89,Whole Foods,49.19,6.59,1.99,37.39
1457,34957,152398257,7.19,Whole Foods,49.19,6.59,1.99,37.39
1458,34957,273984951,63.09,Whole Foods,49.19,6.59,1.99,37.39
1459,34957,489398729,45.89,Whole Foods,49.19,6.59,1.99,37.39
1460,34957,870721732,22.19,Whole Foods,49.19,6.59,1.99,37.39
1461,34957,773828271,70.49,Whole Foods,49.19,6.59,1.99,37.39
1462,34957,278354885,21.29,Whole Foods,49.19,6.59,1.99,37.39
1463,34957,783845705,29.19,Whole Foods,49.19,6.59,1.99,37.39
1464,34957,106365705,25.29,Whole Foods,49.19,6.59,1.99,37.39
1465,34957,675134953,35.49,Whole Foods,49.19,6.59,1.99,37.39
1466,34957,927312846,14.59,Whole Foods,49.19,6.59,1.99,37.39
1467,34957,658435562,43.79,Whole Foods,49.19,6.59,1.99,37.39
1468,34957,397250295,33.99,Whole Foods,49.19,6.59,1.99,37.39
1469,34957,63494206,27.29,Whole Foods,49.19,6.59,1.99,37.39
1470,34957,70848410,3.29,Whole Foods,49.19,6.59,1.99,37.39
1471,34957,881311707,65.39,Whole Foods,49.19,6.59,1.99,37.39
1472,34957,990258086,48.59,Whole Foods,49.19,6.59,1.99,37.39
1473,34957,986134213,72.39,Whole Foods,49.19,6.59,1.99,37.39
1474,34957,434688119,18.29,Whole Foods,49.19,6.59,1.99,37.39
1475,34957,897422303,47.79,Whole Foods,49.19,6.59,1.99,37.39
1476,34957,432934258,67.39,Whole Foods,49.19,6.59,1.99,37.39
1477,34957,71726448,10.09,Whole Foods,49.19,6.59,1.99,37.39
1478,34957,486482090,38.69,Whole Foods,49.19,6.59,1.99,37.39
1479,34957,899819893,68.49,Whole Foods,49.19,6.59,1.99,37.39
1480,34957,302256456,3.09,Whole Foods,49.19,6.59,1.99,37.39
1481,34957,252280717,19.69,Whole Foods,49.19,6.59,1.99,37.39
1482,34957,21872584,9.89,Whole Foods,49.19,6.59,1.99,37.39
1483,34957,503341824,34.59,Whole Foods,49.19,6.59,1.99,37.39
1484,34957,906234211,3.79,Whole Foods,49.19,6.59,1.99,37.39
1485,34957,813117592,55.79,Whole Foods,49.19,6.59,1.99,37.39
1486,34957,468699741,40.19,Whole Foods,49.19,6.59,1.99,37.39
1487,34957,300970093,37.39,Whole Foods,49.19,6.59,1.99,37.39
1488,34957,737000536,9.79,Whole Foods,49.19,6.59,1.99,37.39
1489,34957,484526970,5.19,Whole Foods,49.19,6.59,1.99,37.39
1490,34957,171858013,36.19,Whole Foods,49.19,6.59,1.99,37.39
1491,34957,242743338,55.19,Whole Foods,49.19,6.59,1.99,37.39
1492,34957,620047925,57.09,Whole Foods,49.19,6.59,1.99,37.39
1493,34957,162045248,70.79,Whole Foods,49.19,6.59,1.99,37.39
1494,34957,142252924,36.99,Whole Foods,49.19,6.59,1.99,37.39
1495,34957,371212986,3.59,Whole Foods,49.19,6.59,1.99,37.39
1496,34957,229341656,48.69,Whole Foods,49.19,6.59,1.99,37.39
1497,34957,555531366,14.59,Whole Foods,49.19,6.59,1.99,37.39
1498,34957,944430721,25.99,Whole Foods,49.19,6.59,1.99,37.39
1499,34957,471370637,21.09,Whole Foods,49.19,6.59,1.99,37.39
1500,34957,905792642,12.09,Whole Foods,49.19,6.59,1.99,37.39
1501,34957,298558534,55.49,Whole Foods,49.19,6.59,1.99,37.39
1502,34957,899571200,27.19,Whole Foods,49.19,6.59,1.99,37.39
1503,34957,346844734,58.19,Whole Foods,49.19,6.59,1.99,37.39
1504,34957,174429227,54.19,Whole Foods,49.19,6.59,1.99,37.39
1505,34957,854985252,48.29,Whole Foods,49.19,6.59,1.99,37.39
1506,34957,376311065,4.29,Whole Foods,49.19,6.59,1.99,37.39
1507,34957,278003538,33.79,Whole Foods,49.19,6.59,1.99,37.39
1508,34957,883713851,45.99,Whole Foods,49.19,6.59,1.99,37.39
1509,34957,683810722,24.29,Whole Foods,49.19,6.59,1.99,37.39
1510,34957,305207870,66.49,Whole Foods,49.19,6.59,1.99,37.39
1511,34957,554693845,4.89,Whole Foods,49.19,6.59,1.99,37.39
1512,34957,555173446,9.89,Whole Foods,49.19,6.59,1.99,37.39
1513,34957,856365324,48.69,Whole Foods,49.19,6.59,1.99,37.39
1514,34957,672429356,9.39,Whole Foods,49.19,6.59,1.99,37.39
1515,34957,531197407,30.29,Whole Foods,49.19,6.59,1.99,37.39
1516,34957,817162115,23.39,Whole Foods,49.19,6.59,1.99,37.39
1517,34957,872082334,6.39,Whole Foods,49.19,6.59,1.99,37.39
1518,34957,923891080,19.49,Whole Foods,49.19,6.59,1.99,37.39
1519,34957,568480217,25.59,Whole Foods,49.19,6.59,1.99,37.39
1520,34957,574169049,18.09,Whole Foods,49.19,6.59,1.99,37.39
1521,34957,400625108,33.49,Whole Foods,49.19,6.59,1.99,37.39
1522,34957,275219414,57.09,Whole Foods,49.19,6.59,1.99,37.39
1523,34957,825958722,11.79,Whole Foods,49.19,6.59,1.99,37.39
1524,34957,819121025,25.09,Whole Foods,49.19,6.59,1.99,37.39
1525,34957,262051609,29.79,Whole Foods,49.19,6.59,1.99,37.39
1526,34957,470692001,18.29,Whole Foods,49.19,6.59,1.99,37.39
1527,34957,762710881,57.09,Whole Foods,49.19,6.59,1.99,37.39
1528,34957,68034486,6.49,Whole Foods,49.19,6.59,1.99,37.39
1529,34957,579355486,11.79,Whole Foods,49.19,6.59,1.99,37.39
1530,34957,269567447,72.79,Whole Foods,49.19,6.59,1.99,37.39
1531,34957,394331468,59.29,Whole Foods,49.19,6.59,1.99,37.39
1532,34957,848280790,45.49,Whole Foods,49.19,6.59,1.99,37.39
1533,34957,62563085,59.29,Whole Foods,49.19,6.59,1.99,37.39
1534,34957,77460052,1.39,Whole Foods,49.19,6.59,1.99,37.39
1535,34957,760445497,9.89,Whole Foods,49.19,6.59,1.99,37.39
1536,34957,953126270,34.79,Whole Foods,49.19,6.59,1.99,37.39
1537,34957,144575642,21.69,Whole Foods,49.19,6.59,1.99,37.39
1538,34957,44385546,14.99,Whole Foods,49.19,6.59,1.99,37.39
1539,34957,130358296,40.19,Whole Foods,49.19,6.59,1.99,37.39
1540,34957,16729338,9.89,Whole Foods,49.19,6.59,1.99,37.39
1541,34957,576506037,51.59,Whole Foods,49.19,6.59,1.99,37.39
1542,34957,421176959,74.09,Whole Foods,49.19,6.59,1.99,37.39
1543,34957,60193187,9.79,Whole Foods,49.19,6.59,1.99,37.39
1544,34957,112509592,50.59,Whole Foods,49.19,6.59,1.99,37.39
1545,34957,692276824,71.49,Whole Foods,49.19,6.59,1.99,37.39
1546,34957,163809044,45.09,Whole Foods,49.19,6.59,1.99,37.39
1547,34957,160430177,73.39,Whole Foods,49.19,6.59,1.99,37.39
1548,34957,525505777,22.39,Whole Foods,49.19,6.59,1.99,37.39
1549,34957,827531126,48.99,Whole Foods,49.19,6.59,1.99,37.39
1550,34957,995798889,70.39,Whole Foods,49.19,6.59,1.99,37.39
1551,34957,272466316,66.09,Whole Foods,49.19,6.59,1.99,37.39
1552,34957,218294289,68.99,Whole Foods,49.19,6.59,1.99,37.39
1553,34957,298650567,65.39,Whole Foods,49.19,6.59,1.99,37.39
1554,34957,924190396,4.09,Whole Foods,49.19,6.59,1.99,37.39
1555,34957,105664025,27.99,Whole Foods,49.19,6.59,1.99,37.39
1556,34957,514987291,68.19,Whole Foods,49.19,6.59,1.99,37.39
1557,34957,111650456,69.79,Whole Foods,49.19,6.59,1.99,37.39
1558,34957,52851370,52.99,Whole Foods,49.19,6.59,1.99,37.39
1559,34957,55404606,47.09,Whole Foods,49.19,6.59,1.99,37.39
1560,34957,94849573,70.09,Whole Foods,49.19,6.59,1.99,37.39
1561,34957,978196729,21.99,Whole Foods,49.19,6.59,1.99,37.39
1562,34957,48013704,62.09,Whole Foods,49.19,6.59,1.99,37.39
1563,34957,654483249,32.69,Whole Foods,49.19,6.59,1.99,37.39
1564,34957,646726630,27.49,Whole Foods,49.19,6.59,1.99,37.39
1565,34957,629512894,68.39,Whole Foods,49.19,6.59,1.99,37.39
1566,34957,387431034,46.79,Whole Foods,49.19,6.59,1.99,37.39
1567,34957,405988807,48.99,Whole Foods,49.19,6.59,1.99,37.39
1568,34957,23493525,32.59,Whole Foods,49.19,6.59,1.99,37.39
1569,34957,488091787,32.99,Whole Foods,49.19,6.59,1.99,37.39
1570,34957,690451660,27.39,Whole Foods,49.19,6.59,1.99,37.39
1571,34957,286798599,44.69,Whole Foods,49.19,6.59,1.99,37.39
1572,34957,234070455,9.29,Whole Foods,49.19,6.59,1.99,37.39
1573,34957,963858888,62.09,Whole Foods,49.19,6.59,1.99,37.39
1574,34957,746596885,7.99,Whole Foods,49.19,6.59,1.99,37.39
1575,34957,45509167,34.49,Whole Foods,49.19,6.59,1.99,37.39
1576,34957,529968586,43.49,Whole Foods,49.19,6.59,1.99,37.39
1577,34957,506238955,70.29,Whole Foods,49.19,6.59,1.99,37.39
1578,34957,943281894,23.49,Whole Foods,49.19,6.59,1.99,37.39
1579,34957,310210791,48.29,Whole Foods,49.19,6.59,1.99,37.39
1580,34957,458350008,8.39,Whole Foods,49.19,6.59,1.99,37.39
1581,34957,749696942,4.59,Whole Foods,49.19,6.59,1.99,37.39
1582,34957,774342015,45.29,Whole Foods,49.19,6.59,1.99,37.39
1583,34957,207648093,9.99,Whole Foods,49.19,6.59,1.99,37.39
1584,34957,337353166,59.89,Whole Foods,49.19,6.59,1.99,37.39
1585,34957,215480572,20.19,Whole Foods,49.19,6.59,1.99,37.39
1586,34957,899956196,66.99,Whole Foods,49.19,6.59,1.99,37.39
1587,34957,857067649,68.09,Whole Foods,49.19,6.59,1.99,37.39
1588,34957,907400779,19.29,Whole Foods,49.19,6.59,1.99,37.39
1589,34957,665091890,6.59,Whole Foods,49.19,6.59,1.99,37.39
1590,34957,285195716,51.29,Whole Foods,49.19,6.59,1.99,37.39
1591,34957,285638116,2.39,Whole Foods,49.19,6.59,1.99,37.39
1592,34957,878698622,30.79,Whole Foods,49.19,6.59,1.99,37.39
1593,34957,545019950,70.99,Whole Foods,49.19,6.59,1.99,37.39
1594,34957,751783597,72.59,Whole Foods,49.19,6.59,1.99,37.39
1595,34957,428456157,31.19,Whole Foods,49.19,6.59,1.99,37.39
1596,34957,690069404,23.39,Whole Foods,49.19,6.59,1.99,37.39
1597,34957,518047270,34.19,Whole Foods,49.19,6.59,1.99,37.39
1598,34957,835966795,14.29,Whole Foods,49.19,6.59,1.99,37.39
1599,34957,646431619,2.99,Whole Foods,49.19,6.59,1.99,37.39
1600,34957,506754007,61.09,Whole Foods,49.19,6.59,1.99,37.39
1601,34957,970617307,65.69,Whole Foods,49.19,6.59,1.99,37.39
1602,34957,614172105,40.59,Whole Foods,49.19,6.59,1.99,37.39
1603,34957,542244776,42.89,Whole Foods,49.19,6.59,1.99,37.39
1604,34957,456113225,72.89,Whole Foods,49.19,6.59,1.99,37.39
1605,34957,101201265,59.59,Whole Foods,49.19,6.59,1.99,37.39
1606,34957,870595943,56.49,Whole Foods,49.19,6.59,1.99,37.39
1607,34957,227635624,8.49,Whole Foods,49.19,6.59,1.99,37.39
1608,34957,870309366,51.29,Whole Foods,49.19,6.59,1.99,37.39
1609,34957,764458897,56.59,Whole Foods,49.19,6.59,1.99,37.39
1610,34957,887149013,60.19,Whole Foods,49.19,6.59,1.99,37.39
1611,34957,615121896,49.39,Whole Foods,49.19,6.59,1.99,37.39
1612,34957,352180692,32.99,Whole Foods,49.19,6.59,1.99,37.39
1613,34957,426909634,15.99,Whole Foods,49.19,6.59,1.99,37.39
1614,34957,355520088,2.29,Whole Foods,49.19,6.59,1.99,37.39
1615,34957,575714399,16.39,Whole Foods,49.19,6.59,1.99,37.39
1616,34957,388197861,31.59,Whole Foods,49.19,6.59,1.99,37.39
1617,34957,95866554,41.89,Whole Foods,49.19,6.59,1.99,37.39
1618,34957,440219593,16.39,Whole Foods,49.19,6.59,1.99,37.39
1619,34957,299791600,39.89,Whole Foods,49.19,6.59,1.99,37.39
1620,34957,568256903,65.09,Whole Foods,49.19,6.59,1.99,37.39
1621,34957,820540489,64.89,Whole Foods,49.19,6.59,1.99,37.39
1622,34957,538593323,22.19,Whole Foods,49.19,6.59,1.99,37.39
1623,34957,200809424,55.49,Whole Foods,49.19,6.59,1.99,37.39
1624,34957,801329171,64.39,Whole Foods,49.19,6.59,1.99,37.39
1625,34957,830115263,55.69,Whole Foods,49.19,6.59,1.99,37.39
1626,34957,709096794,48.49,Whole Foods,49.19,6.59,1.99,37.39
1627,34957,470178735,68.69,Whole Foods,49.19,6.59,1.99,37.39
1628,34957,750854309,40.29,Whole Foods,49.19,6.59,1.99,37.39
1629,34957,55833407,35.49,Whole Foods,49.19,6.59,1.99,37.39
1630,34957,505693127,32.49,Whole Foods,49.19,6.59,1.99,37.39
1631,34957,120290503,12.59,Whole Foods,49.19,6.59,1.99,37.39
1632,34957,614892418,72.99,Whole Foods,49.19,6.59,1.99,37.39
1633,34957,325260449,17.89,Whole Foods,49.19,6.59,1.99,37.39
1634,34957,472559312,35.39,Whole Foods,49.19,6.59,1.99,37.39
1635,34957,466810890,63.69,Whole Foods,49.19,6.59,1.99,37.39
1636,34957,996262978,16.19,Whole Foods,49.19,6.59,1.99,37.39
1637,34957,927693101,23.59,Whole Foods,49.19,6.59,1.99,37.39
1638,34957,302857528,72.89,Whole Foods,49.19,6.59,1.99,37.39
1639,34957,549873373,55.79,Whole Foods,49.19,6.59,1.99,37.39
1640,34957,849425547,63.99,Whole Foods,49.19,6.59,1.99,37.39
1641,34957,533704030,68.69,Whole Foods,49.19,6.59,1.99,37.39
1642,34957,296821950,8.29,Whole Foods,49.19,6.59,1.99,37.39
1643,34957,545133835,40.59,Whole Foods,49.19,6.59,1.99,37.39
1644,34957,904714463,56.49,Whole Foods,49.19,6.59,1.99,37.39
1645,34957,612864775,29.49,Whole Foods,49.19,6.59,1.99,37.39
1646,34957,694669999,28.09,Whole Foods,49.19,6.59,1.99,37.39
1647,34957,993910240,29.19,Whole Foods,49.19,6.59,1.99,37.39
1648,34957,950498192,72.29,Whole Foods,49.19,6.59,1.99,37.39
1649,34957,882672998,32.69,Whole Foods,49.19,6.59,1.99,37.39
1650,34957,852479948,23.59,Whole Foods,49.19,6.59,1.99,37.39
1651,34957,932644749,72.29,Whole Foods,49.19,6.59,1.99,37.39
1652,34957,659422945,6.39,Whole Foods,49.19,6.59,1.99,37.39
1653,34957,246585815,18.29,Whole Foods,49.19,6.59,1.99,37.39
1654,34957,812264326,36.99,Whole Foods,49.19,6.59,1.99,37.39
1655,34957,789649867,60.49,Whole Foods,49.19,6.59,1.99,37.39
1656,34957,60912855,63.09,Whole Foods,49.19,6.59,1.99,37.39
1657,34957,678530217,48.79,Whole Foods,49.19,6.59,1.99,37.39
1658,34957,827352822,26.99,Whole Foods,49.19,6.59,1.99,37.39
1659,34957,375916960,37.59,Whole Foods,49.19,6.59,1.99,37.39
1660,34957,258597638,51.59,Whole Foods,49.19,6.59,1.99,37.39
1661,34957,513172706,6.49,Whole Foods,49.19,6.59,1.99,37.39
1662,34957,736362595,41.19,Whole Foods,49.19,6.59,1.99,37.39
1663,34957,583814806,51.29,Whole Foods,49.19,6.59,1.99,37.39
1664,34957,86262532,63.39,Whole Foods,49.19,6.59,1.99,37.39
1665,34957,474794200,46.09,Whole Foods,49.19,6.59,1.99,37.39
1666,34957,778006625,66.39,Whole Foods,49.19,6.59,1.99,37.39
1667,34957,571896895,13.09,Whole Foods,49.19,6.59,1.99,37.39
1668,34957,537045183,20.39,Whole Foods,49.19,6.59,1.99,37.39
1669,34957,895637329,55.19,Whole Foods,49.19,6.59,1.99,37.39
1670,34957,565021540,22.79,Whole Foods,49.19,6.59,1.99,37.39
1671,34957,876226151,23.29,Whole Foods,49.19,6.59,1.99,37.39
1672,34957,401436440,33.09,Whole Foods,49.19,6.59,1.99,37.39
1673,34957,745790660,55.99,Whole Foods,49.19,6.59,1.99,37.39
1674,34957,931390073,21.09,Whole Foods,49.19,6.59,1.99,37.39
1675,34957,441453292,45.99,Whole Foods,49.19,6.59,1.99,37.39
1676,34957,473279874,30.09,Whole Foods,49.19,6.59,1.99,37.39
1677,34957,832713642,35.09,Whole Foods,49.19,6.59,1.99,37.39
1678,34957,514730047,53.09,Whole Foods,49.19,6.59,1.99,37.39
1679,34957,749133422,60.79,Whole Foods,49.19,6.59,1.99,37.39
1680,34957,842621232,53.39,Whole Foods,49.19,6.59,1.99,37.39
1681,34957,39408244,72.19,Whole Foods,49.19,6.59,1.99,37.39
1682,34957,459605874,21.29,Whole Foods,49.19,6.59,1.99,37.39
1683,34957,872889619,48.39,Whole Foods,49.19,6.59,1.99,37.39
1684,34957,827210689,8.89,Whole Foods,49.19,6.59,1.99,37.39
1685,34957,633357974,13.09,Whole Foods,49.19,6.59,1.99,37.39
1686,34957,685715810,32.69,Whole Foods,49.19,6.59,1.99,37.39
1687,34957,785234168,41.39,Whole Foods,49.19,6.59,1.99,37.39
1688,34957,16900911,36.19,Whole Foods,49.19,6.59,1.99,37.39
1689,34957,93351329,15.89,Whole Foods,49.19,6.59,1.99,37.39
1690,34957,311625369,7.99,Whole Foods,49.19,6.59,1.99,37.39
1691,34957,158953776,73.69,Whole Foods,49.19,6.59,1.99,37.39
1692,34957,59479815,56.99,Whole Foods,49.19,6.59,1.99,37.39
1693,34957,47174618,4.69,Whole Foods,49.19,6.59,1.99,37.39
1694,34957,967167461,28.09,Whole Foods,49.19,6.59,1.99,37.39
1695,34957,47158754,30.39,Whole Foods,49.19,6.59,1.99,37.39
1696,34957,688858216,22.29,Whole Foods,49.19,6.59,1.99,37.39
1697,34957,22976162,61.59,Whole Foods,49.19,6.59,1.99,37.39
1698,34957,918833743,7.79,Whole Foods,49.19,6.59,1.99,37.39
1699,34957,266788198,71.09,Whole Foods,49.19,6.59,1.99,37.39
1700,34957,363196884,6.59,Whole Foods,49.19,6.59,1.99,37.39
1701,34957,697589645,34.69,Whole Foods,49.19,6.59,1.99,37.39
1702,34957,975793603,51.89,Whole Foods,49.19,6.59,1.99,37.39
1703,34957,406039511,62.19,Whole Foods,49.19,6.59,1.99,37.39
1704,34957,178923336,17.69,Whole Foods,49.19,6.59,1.99,37.39
1705,34957,372268051,1.49,Whole Foods,49.19,6.59,1.99,37.39
1706,34957,517769564,24.19,Whole Foods,49.19,6.59,1.99,37.39
1707,34957,769464973,49.19,Whole Foods,49.19,6.59,1.99,37.39
1708,34957,737234743,64.19,Whole Foods,49.19,6.59,1.99,37.39
1709,34957,654081535,33.99,Whole Foods,49.19,6.59,1.99,37.39
1710,34957,187405236,51.29,Whole Foods,49.19,6.59,1.99,37.39
1711,34957,774949377,32.99,Whole Foods,49.19,6.59,1.99,37.39
1712,34957,854689154,64.39,Whole Foods,49.19,6.59,1.99,37.39
1713,34957,891797170,30.49,Whole Foods,49.19,6.59,1.99,37.39
1714,34957,383194572,6.29,Whole Foods,49.19,6.59,1.99,37.39
1715,34957,986041768,29.99,Whole Foods,49.19,6.59,1.99,37.39
1716,34957,790066655,5.39,Whole Foods,49.19,6.59,1.99,37.39
1717,34957,936330605,70.69,Whole Foods,49.19,6.59,1.99,37.39
1718,34957,599052834,21.29,Whole Foods,49.19,6.59,1.99,37.39
1719,34957,395790602,58.39,Whole Foods,49.19,6.59,1.99,37.39
1720,34957,958194401,46.19,Whole Foods,49.19,6.59,1.99,37.39
1721,34957,981510405,73.69,Whole Foods,49.19,6.59,1.99,37.39
1722,34957,971923169,59.79,Whole Foods,49.19,6.59,1.99,37.39
1723,34957,445351739,42.49,Whole Foods,49.19,6.59,1.99,37.39
1724,34957,768900012,64.19,Whole Foods,49.19,6.59,1.99,37.39
1725,34957,853687097,50.89,Whole Foods,49.19,6.59,1.99,37.39
1726,34957,581030587,15.99,Whole Foods,49.19,6.59,1.99,37.39
1727,34957,966176819,46.19,Whole Foods,49.19,6.59,1.99,37.39
1728,34957,840138489,33.39,Whole Foods,49.19,6.59,1.99,37.39
1729,34957,831639757,52.29,Whole Foods,49.19,6.59,1.99,37.39
1730,34957,426268457,16.29,Whole Foods,49.19,6.59,1.99,37.39
1731,34957,127838957,49.69,Whole Foods,49.19,6.59,1.99,37.39
1732,34957,212886542,44.79,Whole Foods,49.19,6.59,1.99,37.39
1733,34957,162356142,59.09,Whole Foods,49.19,6.59,1.99,37.39
1734,34957,79218866,63.29,Whole Foods,49.19,6.59,1.99,37.39
1735,34957,817674221,58.19,Whole Foods,49.19,6.59,1.99,37.39
1736,34957,694468735,1.99,Whole Foods,49.19,6.59,1.99,37.39
1737,34957,70324549,54.69,Whole Foods,49.19,6.59,1.99,37.39
1738,34957,536411687,48.79,Whole Foods,49.19,6.59,1.99,37.39
1739,34957,855000437,26.49,Whole Foods,49.19,6.59,1.99,37.39
1740,34957,917901226,69.29,Whole Foods,49.19,6.59,1.99,37.39
1741,34957,456975266,16.89,Whole Foods,49.19,6.59,1.99,37.39
1742,34957,416414679,35.69,Whole Foods,49.19,6.59,1.99,37.39
1743,34957,26132370,24.79,Whole Foods,49.19,6.59,1.99,37.39
1744,34957,312567137,23.99,Whole Foods,49.19,6.59,1.99,37.39
1745,34957,276801250,73.69,Whole Foods,49.19,6.59,1.99,37.39
1746,34957,218958254,14.79,Whole Foods,49.19,6.59,1.99,37.39
1747,34957,421047592,3.69,Whole Foods,49.19,6.59,1.99,37.39
1748,34957,333967502,29.49,Whole Foods,49.19,6.59,1.99,37.39
1749,34957,549838046,69.79,Whole Foods,49.19,6.59,1.99,37.39
1750,34957,27595398,10.69,Whole Foods,49.19,6.59,1.99,37.39
1751,34957,200021055,2.79,Whole Foods,49.19,6.59,1.99,37.39
1752,34957,742030365,61.29,Whole Foods,49.19,6.59,1.99,37.39
1753,34957,353626798,72.19,Whole Foods,49.19,6.59,1.99,37.39
1754,34957,300702726,64.99,Whole Foods,49.19,6.59,1.99,37.39
1755,34957,363461563,59.09,Whole Foods,49.19,6.59,1.99,37.39
1756,34957,254804864,71.89,Whole Foods,49.19,6.59,1.99,37.39
1757,34957,43366358,57.89,Whole Foods,49.19,6.59,1.99,37.39
1758,34957,587816654,45.59,Whole Foods,49.19,6.59,1.99,37.39
1759,34957,726107443,69.09,Whole Foods,49.19,6.59,1.99,37.39
1760,34957,980113553,56.49,Whole Foods,49.19,6.59,1.99,37.39
1761,34957,927879675,34.99,Whole Foods,49.19,6.59,1.99,37.39
1762,34957,766810433,22.69,Whole Foods,49.19,6.59,1.99,37.39
1763,34957,879777546,58.69,Whole Foods,49.19,6.59,1.99,37.39
1764,34957,849702242,53.59,Whole Foods,49.19,6.59,1.99,37.39
1765,34957,171059624,42.79,Whole Foods,49.19,6.59,1.99,37.39
1766,34957,403149940,42.99,Whole Foods,49.19,6.59,1.99,37.39
1767,34957,238497653,47.19,Whole Foods,49.19,6.59,1.99,37.39
1768,34957,829968022,41.29,Whole Foods,49.19,6.59,1.99,37.39
1769,34957,561425157,15.09,Whole Foods,49.19,6.59,1.99,37.39
1770,34957,295208432,70.09,Whole Foods,49.19,6.59,1.99,37.39
1771,34957,301161010,44.69,Whole Foods,49.19,6.59,1.99,37.39
1772,34957,236468029,5.99,Whole Foods,49.19,6.59,1.99,37.39
1773,34957,152458350,22.19,Whole Foods,49.19,6.59,1.99,37.39
1774,34957,744486125,23.69,Whole Foods,49.19,6.59,1.99,37.39
1775,34957,885481376,19.09,Whole Foods,49.19,6.59,1.99,37.39
1776,34957,546802474,55.49,Whole Foods,49.19,6.59,1.99,37.39
1777,34957,268588472,29.29,Whole Foods,49.19,6.59,1.99,37.39
1778,34957,598589918,7.69,Whole Foods,49.19,6.59,1.99,37.39
1779,34957,615706094,54.99,Whole Foods,49.19,6.59,1.99,37.39
1780,34957,690392986,56.39,Whole Foods,49.19,6.59,1.99,37.39
1781,34957,198082596,0.69,Whole Foods,49.19,6.59,1.99,37.39
1782,34957,420577775,23.79,Whole Foods,49.19,6.59,1.99,37.39
1783,34957,271202170,39.39,Whole Foods,49.19,6.59,1.99,37.39
1784,34957,16999755,6.49,Whole Foods,49.19,6.59,1.99,37.39
1785,34957,557637639,1.09,Whole Foods,49.19,6.59,1.99,37.39
1786,34957,958465158,56.99,Whole Foods,49.19,6.59,1.99,37.39
1787,34957,130318597,72.09,Whole Foods,49.19,6.59,1.99,37.39
1788,34957,584200676,51.59,Whole Foods,49.19,6.59,1.99,37.39
1789,34957,488377803,5.49,Whole Foods,49.19,6.59,1.99,37.39
1790,34957,663501723,16.89,Whole Foods,49.19,6.59,1.99,37.39
1791,34957,340260209,53.09,Whole Foods,49.19,6.59,1.99,37.39
1792,34957,396134202,45.79,Whole Foods,49.19,6.59,1.99,37.39
1793,34957,888666503,74.49,Whole Foods,49.19,6.59,1.99,37.39
1794,34957,864093895,3.69,Whole Foods,49.19,6.59,1.99,37.39
1795,34957,571419391,51.79,Whole Foods,49.19,6.59,1.99,37.39
1796,34957,768547166,45.99,Whole Foods,49.19,6.59,1.99,37.39
1797,34957,113921219,23.79,Whole Foods,49.19,6.59,1.99,37.39
1798,34957,373656227,41.89,Whole Foods,49.19,6.59,1.99,37.39
1799,34957,915191199,38.89,Whole Foods,49.19,6.59,1.99,37.39
1800,34957,946880003,73.09,Whole Foods,49.19,6.59,1.99,37.39
1801,34957,457695472,64.19,Whole Foods,49.19,6.59,1.99,37.39
1802,34957,975326196,34.79,Whole Foods,49.19,6.59,1.99,37.39
1803,34957,405684153,64.09,Whole Foods,49.19,6.59,1.99,37.39
1804,34957,236968723,26.09,Whole Foods,49.19,6.59,1.99,37.39
1805,34957,865020811,53.49,Whole Foods,49.19,6.59,1.99,37.39
